DateofbirthAge,Placeofbirth,Height,Citizenship,Position,Foot,Playeragent,Currentclub,Joined,Contractexpires,SocialMedia,tm_url,Nameinhomecountry,Outfitter,Contractoption,Lastcontractextension,Fullname,Onloanfrom,Contractthereexpires,2ndclub,3ndclub,Dateofdeath
20.04.1998 (27),Eidsvoll,"1,78 m",Norway,Midfield - Left Midfield,left,Nordic Sky,FC Toulouse,01.09.2023,30.06.2028,NA,https://www.transfermarkt.com/aron-donnum/profil/spieler/476836,Aron Leonard Bizet Dønnum,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.06.2001 (24),Toulouse,"1,71 m",Burkina Faso France,Attack - Right Winger,left,Scuderia,Grenoble Foot 38,26.08.2024,30.06.2027,NA,https://www.transfermarkt.com/mamady-bangre/profil/spieler/817180,Mamady Alex Bangré,adidas,NA,NA,NA,NA,NA,NA,NA,NA
02.02.2001 (24),Tarbes,"1,85 m",France Martinique,Goalkeeper,right,Kemari,AJ Auxerre,17.03.2021,30.06.2028,NA,https://www.transfermarkt.com/theo-de-percin/profil/spieler/695422,Théo Franck Mathias De Percin,NA,NA,19.02.2025,NA,NA,NA,NA,NA,NA
29.08.2004 (20),Amilly,"1,89 m",Guinea France,Defender - Centre-Back,left,Asfan Sports ...,RWDM Brussels,09.07.2025,30.06.2028,NA,https://www.transfermarkt.com/madiou-keita/profil/spieler/1042600,Haladj Madiou Keita,NA,NA,NA,NA,NA,NA,NA,NA,NA
07.11.1997 (27),Montreuil,"1,82 m",Ghana France,Midfield - Defensive Midfield,right,MASALA FOOTBALL ...,AJ Auxerre,16.01.2023,30.06.2027,,https://www.transfermarkt.com/elisha-owusu/profil/spieler/395695,NA,NA,NA,26.06.2024,NA,NA,NA,NA,NA,NA
13.03.2008 (17),Évry-Courcouronnes,"1,80 m",France Congo,Midfield - Defensive Midfield,left,NA,AJ Auxerre U19,01.07.2024,30.06.2028,NA,https://www.transfermarkt.com/rudy-matondo/profil/spieler/1241211,Rudy Nzingoula Matondo,NA,NA,21.06.2025,NA,NA,NA,AJ Auxerre (#34),NA,NA
25.02.2007 (18),Stains,NA,France,Goalkeeper,NA,Elite 19 sports ...,AC Le Havre U19,01.07.2024,-,NA,https://www.transfermarkt.com/alex-teixeira/profil/spieler/1119876,Kabangu Alex Teixeira,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.10.2008 (16),Créteil,NA,France Cote d'Ivoire,Defender - Centre-Back,right,NA,Le Havre AC,01.07.2025,-,NA,https://www.transfermarkt.com/stephan-zagadou/profil/spieler/1228317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.01.1991 (34),Paris,"1,81 m",Hungary France,Defender - Right-Back,right,Sport Cover,Le Havre AC,01.07.2023,30.06.2026,NA,https://www.transfermarkt.com/loic-nego/profil/spieler/122840,NA,NA,NA,15.07.2025,NA,NA,NA,NA,NA,NA
03.03.1994 (31),Nantes,"1,88 m",Guinea France,Midfield - Defensive Midfield,right,Relatives,Le Havre AC,26.07.2023,30.06.2026,,https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.12.2001 (23),Besançon,"1,79 m",Senegal France,Midfield - Defensive Midfield,right,ND SPORTS MANAGEMENT,Le Havre AC,17.07.2023,30.06.2026,NA,https://www.transfermarkt.com/rassoul-ndiaye/profil/spieler/662242,Rassoul Nader Ndiaye,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.08.2006 (19),Rennes,NA,France DR Congo,Midfield - Defensive Midfield,right,NA,Le Havre AC,01.07.2025,-,NA,https://www.transfermarkt.com/daren-mosengo/profil/spieler/1119880,Daren Nbenbege Mosengo,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.02.2002 (23),Paris,"1,74 m",Morocco France,Midfield - Central Midfield,left,P.P.M.,Le Havre AC,01.07.2022,30.06.2026,NA,https://www.transfermarkt.com/yassine-kechta/profil/spieler/667967,ياسين قشطة,NA,NA,04.08.2023,NA,NA,NA,NA,NA,NA
12.03.2003 (22),Mantes-la-Jolie,"1,89 m",France Guadeloupe,Attack - Left Winger,right,Classico,Parma Calcio 1913,28.08.2024,30.06.2028,,https://www.transfermarkt.com/antoine-joujou/profil/spieler/1028162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.10.1998 (26),Chauny,"1,76 m",France Guadeloupe,Defender - Left-Back,left,One Team Football,Montpellier HSC,01.07.2022,30.06.2027,,https://www.transfermarkt.com/theo-sainte-luce/profil/spieler/537127,NA,NA,NA,22.11.2023,NA,NA,NA,NA,NA,NA
23.11.2002 (22),Montpellier,"1,82 m",Cameroon France,Defender - Right-Back,right,Wasserman,Montpellier HSC,01.07.2022,30.06.2027,NA,https://www.transfermarkt.com/enzo-tchato/profil/spieler/842338,Enzo Gianni Tchato Mbiayi,NA,NA,28.05.2024,NA,NA,NA,NA,NA,NA
01.05.1995 (30),Bamako,"1,80 m",Mali,Defender - Right-Back,right,Sferico Sports ...,Neftchi PFK,10.08.2025,30.06.2027,,https://www.transfermarkt.com/falaye-sacko/profil/spieler/364857,NA,NA,Option for a further year,NA,NA,NA,NA,NA,NA,NA
15.04.2005 (20),Mbanga,"1,72 m",Cameroon,Defender - Right-Back,NA,NA,Montpellier HSC B,01.07.2024,-,NA,https://www.transfermarkt.com/wilfried-ndollo-bille/profil/spieler/1203026,NA,NA,NA,NA,NA,NA,NA,Montpellier HSC (#49),NA,NA
31.03.2005 (20),Montpellier,"1,82 m",France,Midfield - Attacking Midfield,right,NA,Istres Football Club,05.08.2025,-,NA,https://www.transfermarkt.com/simon-cara/profil/spieler/1017912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.01.2004 (21),Douala,NA,Cameroon,Attack - Centre-Forward,NA,T S M,Montpellier HSC,01.07.2024,-,NA,https://www.transfermarkt.com/glenn-ngosso/profil/spieler/1238800,Glenn Olivier Edwing Ngosso,NA,NA,NA,NA,NA,NA,Montpellier HSC B,NA,NA
28.06.1996 (29),Port-au-Prince,"1,76 m",Haiti,Defender - Right-Back,right,Kemari,Angers SCO,01.07.2024,30.06.2026,,https://www.transfermarkt.com/carlens-arcus/profil/spieler/371686,Carlens Jean Fedlaire Ruby Arcus,NA,NA,NA,NA,NA,NA,NA,NA,NA
08.08.2003 (22),Euskirchen,"1,89 m",Germany,Goalkeeper,both,ROOF,Bayern Munich,27.01.2025,30.06.2029,,https://www.transfermarkt.com/jonas-urbig/profil/spieler/607720,Jonas Kurt Urbig,adidas,NA,NA,NA,NA,NA,NA,NA,NA
27.03.1986 (39),Gelsenkirchen,"1,93 m",Germany,Goalkeeper,right,PRO Profil GmbH,Bayern Munich,01.07.2011,30.06.2026,,https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259,Manuel Peter Neuer,adidas,NA,03.02.2025,NA,NA,NA,NA,NA,NA
18.01.2006 (19),München,"1,89 m",Germany,Goalkeeper,right,CN Sports,SSV Ulm 1846,01.07.2025,30.06.2026,,https://www.transfermarkt.com/max-schmitt/profil/spieler/937713,Max Joseph Schmitt,NA,NA,NA,NA,FC Bayern Munich II,30.06.2027,NA,NA,NA
03.05.2004 (21),München,"1,88 m",Germany Serbia,Midfield - Defensive Midfield,both,BALLWERK Sports GmbH,Bayern Munich,01.11.2023,30.06.2029,,https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,Aleksandar Pavlović,Nike,NA,16.06.2024,NA,NA,NA,NA,NA,NA
14.07.1995 (30),Stuttgart,"1,76 m",Germany Cote d'Ivoire,Attack - Left Winger,right,ROOF,Bayern Munich,01.07.2017,30.06.2026,,https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471,Serge David Gnabry,adidas,NA,16.07.2022,NA,NA,NA,NA,NA,NA
24.09.2008 (16),NA,"1,75 m",Germany Nigeria,Attack - Left Winger,both,NA,FC Bayern Munich U19,01.01.2025,30.06.2027,,https://www.transfermarkt.com/wisdom-mike/profil/spieler/1084539,Wisdom Okpako Mike,adidas,NA,08.08.2025,NA,NA,NA,Bayern Munich (#36),Bayern Munich UEFA U19,NA
03.05.2003 (22),Pulheim,"1,77 m",Germany,Midfield - Attacking Midfield,right,Relatives,Liverpool FC,01.07.2025,30.06.2030,,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,Florian Richard Wirtz,adidas,NA,NA,NA,NA,NA,NA,NA,NA
04.03.1997 (28),Armentières,"1,84 m",France,Attack - Left Winger,right,FAIR SPORT MNG,Bayer 04 Leverkusen,18.07.2024,30.06.2029,,https://www.transfermarkt.com/martin-terrier/profil/spieler/442891,NA,adidas,NA,NA,NA,NA,NA,NA,NA,NA
24.01.1996 (29),Praha,"1,91 m",Czech Republic,Attack - Centre-Forward,left,Soccertalk GmbH,Bayer 04 Leverkusen,08.09.2020,30.06.2030,,https://www.transfermarkt.com/patrik-schick/profil/spieler/242086,NA,NA,NA,04.08.2025,NA,NA,NA,NA,NA,NA
26.02.2002 (23),Sint-Truiden,"1,92 m",Belgium,Goalkeeper,right,Wasserman,RB Leipzig,01.07.2024,30.06.2029,,https://www.transfermarkt.com/maarten-vandevoordt/profil/spieler/486046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.10.2007 (17),Halle (Saale),"1,93 m",Germany,Goalkeeper,left,Agent is known - Player under 18,Hamburger SV,01.07.2025,30.06.2028,NA,https://www.transfermarkt.com/fernando-dickes/profil/spieler/1048715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03.11.1992 (32),Kaiserslautern,"1,86 m",Hungary Germany,Defender - Centre-Back,right,ROGON,RB Leipzig,01.07.2015,30.06.2027,,https://www.transfermarkt.com/willi-orban/profil/spieler/93740,Vilmos Tamás Orbán,Nike,NA,06.10.2023,NA,NA,NA,NA,NA,NA
26.03.2007 (18),Alta,"1,94 m",Norway,Defender - Centre-Back,left,Solbakken / Player ...,Arminia Bielefeld,01.07.2025,30.06.2026,NA,https://www.transfermarkt.com/jonathan-norbye/profil/spieler/1006916,Jonathan Vonheim Norbye,NA,NA,NA,NA,RB Leipzig,-,NA,NA,NA
08.04.1998 (27),Mainz,"1,76 m",Germany DR Congo,Defender - Right-Back,right,Sports360 GmbH,RB Leipzig,10.01.2025,30.06.2027,,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251,Bote Nzuzi Baku,adidas,NA,NA,NA,NA,NA,NA,NA,NA
31.01.1998 (27),Bamako,"1,78 m",Mali,Midfield - Central Midfield,right,ROOF,RB Leipzig,01.01.2019,30.06.2026,,https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008,NA,NA,NA,29.03.2024,NA,NA,NA,NA,NA,NA
21.04.2003 (22),Amsterdam,"1,79 m",Netherlands Suriname,Midfield - Attacking Midfield,right,NA,RB Leipzig,30.01.2025,30.06.2027,,https://www.transfermarkt.com/xavi-simons/profil/spieler/566931,Xavier Quentin Shay Simons,Puma,NA,30.01.2025,NA,NA,NA,NA,NA,NA
15.03.2006 (19),Osnabrück,"1,93 m",Germany The Gambia,Midfield - Attacking Midfield,right,SEG,VfB Stuttgart II,09.08.2025,-,NA,https://www.transfermarkt.com/nuha-jatta/profil/spieler/974561,Nuha David Fred Jatta,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.10.2006 (18),München,"1,85 m",Germany Slovenia,Attack - Centre-Forward,right,Relatives,RB Leipzig,01.07.2025,30.06.2027,NA,https://www.transfermarkt.com/robert-ramsak/profil/spieler/941177,Robert Ramšak,adidas,NA,NA,NA,NA,NA,NA,NA,NA
13.02.2006 (19),Hagen,"1,95 m",Poland Germany,Goalkeeper,NA,CORESPORT,1.FC Nuremberg,01.07.2025,-,NA,https://www.transfermarkt.com/robin-lisewski/profil/spieler/884818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.03.2007 (18),NA,"1,89 m",Germany United States,Defender - Centre-Back,right,SBE Management AG,Borussia Mönchengladbach II,16.07.2025,-,,https://www.transfermarkt.com/tyler-meiser/profil/spieler/1009446,Tyler Louis Meiser,Puma,NA,NA,NA,NA,NA,NA,NA,NA
12.02.2002 (23),Stockholm,"1,83 m",Sweden,Defender - Left-Back,left,KSM AGENCY,Borussia Dortmund,01.07.2025,30.06.2029,,https://www.transfermarkt.com/daniel-svensson/profil/spieler/579287,Daniel Jonathan Svensson,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.09.2003 (21),Hamburg,"1,82 m",Germany,Defender - Right-Back,both,M&M sportsManagement,MSV Duisburg,01.07.2025,30.06.2027,NA,https://www.transfermarkt.com/niklas-jessen/profil/spieler/574197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.03.1996 (29),Arles,"1,87 m",Guinea France,Attack - Centre-Forward,right,KGSMI,Borussia Dortmund,18.07.2024,30.06.2028,,https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541,Serhou Yadaly Guirassy,adidas,NA,NA,NA,NA,NA,NA,NA,NA
23.09.2004 (20),Odijk,"1,91 m",Netherlands Curacao,Attack - Centre-Forward,right,NACR-Sports,Borussia Dortmund II,01.07.2024,30.06.2027,,https://www.transfermarkt.com/jordi-paulina/profil/spieler/1045762,Jordi Leander Paulina,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.03.2004 (21),Berlin,"1,80 m",Germany,Defender - Left-Back,left,SEG,Borussia Mönchengladbach,01.07.2023,30.06.2027,,https://www.transfermarkt.com/lukas-ullrich/profil/spieler/787151,NA,Puma,NA,NA,NA,NA,NA,NA,NA,NA
08.09.1995 (29),Bad Aibling,"1,86 m",Germany,Midfield - Defensive Midfield,right,Relatives,Borussia Mönchengladbach,01.07.2023,30.06.2028,,https://www.transfermarkt.com/julian-weigl/profil/spieler/196792,NA,Puma,NA,NA,NA,NA,NA,NA,NA,NA
29.05.2002 (23),Duisburg,"1,76 m",Germany,Midfield - Central Midfield,right,Sports360 GmbH,Borussia Mönchengladbach,01.07.2020,30.06.2028,,https://www.transfermarkt.com/rocco-reitz/profil/spieler/467434,NA,adidas,NA,01.02.2024,NA,NA,NA,NA,NA,NA
14.03.2000 (25),Toulouse,"1,85 m",Cameroon France,Attack - Right Winger,right,NexSt11,Borussia Mönchengladbach,30.08.2022,30.06.2027,,https://www.transfermarkt.com/nathan-ngoumou/profil/spieler/629588,Nathan Ngoumou Minpole,Puma,NA,NA,NA,NA,NA,NA,NA,NA
16.05.2002 (23),Metz,"1,86 m",France Guadeloupe,Defender - Right-Back,right,KS__Team,PSV Eindhoven,16.07.2025,30.06.2030,,https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348,Kiliann Eric Sildillia,NA,NA,NA,NA,NA,NA,NA,NA,NA
09.03.1990 (35),Überlingen,"1,81 m",Germany,Midfield - Defensive Midfield,right,NA,SC Freiburg,01.07.2010,-,,https://www.transfermarkt.com/nicolas-hofler/profil/spieler/55099,NA,NA,NA,18.11.2024,NA,NA,NA,NA,NA,NA
08.12.1996 (28),Hannover,"1,81 m",Germany,Midfield - Central Midfield,right,ROOF,SC Freiburg,18.08.2021,-,NA,https://www.transfermarkt.com/maximilian-eggestein/profil/spieler/190284,NA,NA,NA,25.03.2024,NA,NA,NA,NA,NA,NA
04.01.1999 (26),Hamm,"1,75 m",Germany,Attack - Right Winger,left,CAA Stellar,SC Freiburg,31.01.2025,30.06.2030,NA,https://www.transfermarkt.com/niklas-beste/profil/spieler/342967,Jan-Niklas Beste,Puma,NA,NA,NA,NA,NA,NA,NA,NA
10.07.1994 (31),Achim,"1,84 m",Germany,Attack - Centre-Forward,right,Unique Sports Group,SC Freiburg,01.01.2018,-,,https://www.transfermarkt.com/lucas-holer/profil/spieler/248999,NA,NA,NA,27.03.2023,NA,NA,NA,NA,NA,NA
28.10.1994 (30),Rüdesheim am Rhein,"1,95 m",Germany,Goalkeeper,right,W&K Fairplay,1.FSV Mainz 05,01.07.2014,30.06.2028,,https://www.transfermarkt.com/robin-zentner/profil/spieler/160963,NA,adidas,NA,01.12.2024,NA,NA,NA,NA,NA,NA
26.01.2006 (19),Nagold,"1,88 m",Germany Türkiye,Defender - Centre-Back,left,SEG,1.FSV Mainz 05,01.07.2025,30.06.2027,,https://www.transfermarkt.com/maxim-dal/profil/spieler/934317,Maxim Bora Dal,NA,NA,NA,NA,NA,NA,1.FSV Mainz 05 II (#15),NA,NA
05.03.1993 (32),Aarau,"1,83 m",Switzerland,Defender - Right-Back,right,CAA Base Ltd,1.FSV Mainz 05,09.07.2021,30.06.2026,,https://www.transfermarkt.com/silvan-widmer/profil/spieler/168989,Silvan Dominic Widmer,NA,NA,05.05.2023,NA,NA,NA,NA,NA,NA
16.06.1999 (26),Seoul,"1,77 m","Korea, South",Midfield - Attacking Midfield,left,Apertura Sports GmbH,FC Nantes,30.07.2025,30.06.2026,,https://www.transfermarkt.com/hyun-seok-hong/profil/spieler/562948,홍현석,NA,Option to buy,NA,NA,1.FSV Mainz 05,30.06.2028,NA,NA,NA
16.12.1998 (26),London,"1,90 m",England Jamaica,Defender - Centre-Back,right,CAA Base Ltd,Without Club,01.07.2025,-,,https://www.transfermarkt.com/reece-oxford/profil/spieler/314295,Reece Joel Oxford,NA,NA,NA,NA,NA,NA,NA,NA,NA
08.09.2003 (21),Dendermonde,"1,85 m",Belgium,Midfield - Central Midfield,right,Wasserman,Celtic FC,30.08.2024,30.06.2028,NA,https://www.transfermarkt.com/arne-engels/profil/spieler/565435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.01.1998 (27),Abuya,"1,83 m",Nigeria,Midfield - Central Midfield,right,CAA Base Ltd,Brentford FC,20.07.2021,30.06.2027,,https://www.transfermarkt.com/frank-onyeka/profil/spieler/421637,Ogochukwu Frank Onyeka,NA,NA,07.08.2023,NA,NA,NA,NA,NA,NA
09.09.1997 (27),Porvoo,"1,83 m",Finland,Midfield - Attacking Midfield,right,V4S,Aris Thessaloniki,11.07.2025,30.06.2028,,https://www.transfermarkt.com/fredrik-jensen/profil/spieler/249157,Hans Fredrik Jensen,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.01.1998 (27),Montfermeil,"1,93 m",DR Congo France,Attack - Centre-Forward,right,Mickael Libong,FC Augsburg,01.07.2024,30.06.2028,,https://www.transfermarkt.com/samuel-essende/profil/spieler/395522,Samuel Emmanuel Essende Mbongu,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.09.1994 (30),Parakou,"1,89 m",Benin France,Attack - Centre-Forward,right,Soccermax,FC Augsburg,05.07.2024,30.06.2027,,https://www.transfermarkt.com/steve-mounie/profil/spieler/238639,Steve Michel Mounié,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.02.1993 (32),Delmenhorst,"1,94 m",Germany,Goalkeeper,right,BMS Sportconsulting ...,Borussia Dortmund,01.07.2025,30.06.2027,NA,https://www.transfermarkt.com/patrick-drewes/profil/spieler/94192,NA,Uhlsport,NA,NA,NA,NA,NA,NA,NA,NA
14.05.1995 (30),São Paulo,"1,86 m",Brazil,Defender - Centre-Back,left,Kick&Run,TSG 1899 Hoffenheim,01.07.2025,-,,https://www.transfermarkt.com/bernardo/profil/spieler/364258,NA,NA,NA,NA,Bernardo Fernandes da Silva Junior,NA,NA,NA,NA,NA
01.03.2001 (24),Skopje,"1,81 m",North Macedonia Albania,Midfield - Central Midfield,right,NA,FK Sarajevo,16.07.2025,30.06.2028,NA,https://www.transfermarkt.com/agon-elezi/profil/spieler/505324,Агон Ељези,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.01.1994 (31),Kechrinia,"1,84 m",Greece,Attack - Left Winger,right,Target Sport,Al-Khaleej FC,13.08.2025,30.06.2026,,https://www.transfermarkt.com/georgios-masouras/profil/spieler/329517,Γεώργιος Μασούρας,NA,NA,NA,NA,Olympiacos Piraeus,30.06.2027,NA,NA,NA
12.12.2002 (22),Baghagha,"1,70 m",Guinea Senegal,Attack - Left Winger,right,STRIIVE SPORTS,FC St. Gallen 1879,21.07.2025,30.06.2026,,https://www.transfermarkt.com/aliou-balde/profil/spieler/666977,Aliou Badara Baldé,NA,Option to buy,NA,NA,OGC Nice,30.06.2028,NA,NA,NA
07.07.2001 (24),Schwäbisch Hall,"1,85 m",Germany,Defender - Centre-Back,left,Haspel ...,1.FC Magdeburg,14.08.2025,30.06.2026,NA,https://www.transfermarkt.com/max-geschwill/profil/spieler/471890,NA,adidas,NA,NA,NA,Holstein Kiel,-,NA,NA,NA
24.01.2003 (22),Bielefeld,"1,92 m",Germany,Defender - Centre-Back,right,ROOF,VfL Bochum,01.07.2025,30.06.2028,NA,https://www.transfermarkt.com/colin-kleine-bekel/profil/spieler/622722,Colin Noah Kleine-Bekel,NA,NA,NA,NA,NA,NA,NA,NA,NA
31.07.2002 (23),"Chatham, New Jersey","1,70 m",United States,Defender - Left-Back,left,YMU Management Ltd.,Holstein Kiel,16.01.2025,-,,https://www.transfermarkt.com/john-tolkin/profil/spieler/683812,John Michael Tolkin,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.03.2002 (23),Datteln,"1,93 m",Germany,Attack - Centre-Forward,right,Gordon ...,Holstein Kiel,01.07.2024,-,NA,https://www.transfermarkt.com/phil-harres/profil/spieler/606119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.07.1997 (28),Salzburg,"1,88 m",Austria,Attack - Centre-Forward,right,YOU FIRST,Hannover 96,01.07.2025,30.06.2027,NA,https://www.transfermarkt.com/benedikt-pichler/profil/spieler/331362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.01.2000 (25),Bad Segeberg,"1,86 m",Germany,Attack - Centre-Forward,right,FTC,Odense Boldklub,01.07.2025,30.06.2028,,https://www.transfermarkt.com/fiete-arp/profil/spieler/343337,Jann-Fiete Arp,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.11.1997 (27),Milano,"1,75 m",Italy,Defender - Left-Back,left,Roc Nation Sports,Inter Milan,05.07.2018,30.06.2027,,https://www.transfermarkt.com/federico-dimarco/profil/spieler/198116,NA,adidas,NA,30.12.2023,NA,NA,NA,NA,NA,NA
07.01.1999 (26),Campinas,"1,84 m",Brazil Italy,Defender - Left-Back,left,GR Sports,Inter Milan,01.07.2024,30.06.2028,,https://www.transfermarkt.com/carlos-augusto/profil/spieler/585982,NA,NA,NA,NA,Carlos Augusto Zopolato Neves,NA,NA,NA,NA,NA
10.02.2005 (20),Milano,NA,Italy,Defender - Left-Back,left,PDP s.r.l. ...,FC Lumezzane,14.08.2025,30.06.2026,NA,https://www.transfermarkt.com/matteo-motta/profil/spieler/937342,NA,NA,NA,NA,NA,Inter Milan Primavera,-,NA,NA,NA
08.02.1994 (31),Mannheim,"1,78 m",Türkiye Germany,Midfield - Defensive Midfield,right,Unique Sports Group,Inter Milan,01.07.2021,30.06.2027,,https://www.transfermarkt.com/hakan-calhanoglu/profil/spieler/126414,Hakan Çalhanoğlu,Nike,NA,05.07.2023,NA,NA,NA,NA,NA,NA
07.02.1997 (28),Cagliari,"1,75 m",Italy,Midfield - Central Midfield,right,NA,Inter Milan,01.09.2020,30.06.2029,,https://www.transfermarkt.com/nicolo-barella/profil/spieler/255942,NA,Nike,NA,11.06.2024,NA,NA,NA,NA,NA,NA
06.10.1997 (27),Marseille,"1,84 m",France Spain,Defender - Left-Back,left,Manuel García Quilón,Al-Hilal SFC,10.07.2025,30.06.2028,,https://www.transfermarkt.com/theo-hernandez/profil/spieler/339808,Theo Bernard François Hernández,Puma,NA,NA,NA,NA,NA,NA,NA,NA
29.12.2005 (19),Erba,"1,93 m",Italy,Defender - Left-Back,left,Un1que Football,AC Milan,01.07.2025,30.06.2030,,https://www.transfermarkt.com/davide-bartesaghi/profil/spieler/887638,NA,Nike,NA,21.05.2025,NA,NA,NA,NA,NA,NA
11.03.1991 (34),Roma,"1,73 m",Italy,Defender - Right-Back,right,World Soccer Agency,Without Club,01.07.2025,-,,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,NA,Nike,NA,NA,NA,NA,NA,NA,NA,NA
10.01.1999 (26),Paris,"1,85 m",France Mali,Midfield - Defensive Midfield,right,Elite 19 sports ...,AC Milan,17.08.2024,30.06.2028,,https://www.transfermarkt.com/youssouf-fofana/profil/spieler/569598,NA,adidas,NA,NA,NA,NA,NA,NA,NA,NA
03.06.1999 (26),Torino,"1,80 m",Italy,Attack - Left Winger,right,GR Sports,US Lecce,10.08.2025,30.06.2026,,https://www.transfermarkt.com/riccardo-sottil/profil/spieler/386455,NA,NA,NA,NA,NA,ACF Fiorentina,30.06.2027,NA,NA,NA
27.06.1999 (26),Berchem-Sainte-Agathe,"1,80 m",Belgium,Attack - Right Winger,right,Unique Sports Group,AC Milan,01.09.2020,30.06.2027,,https://www.transfermarkt.com/alexis-saelemaekers/profil/spieler/381950,Alexis Jesse Saelemaekers,adidas,NA,15.10.2021,NA,NA,NA,NA,NA,NA
23.12.1997 (27),Loznica,"1,82 m",Serbia Bosnia-Herzegovina,Attack - Centre-Forward,right,LIAN Sports Group,AEK Athens,05.08.2025,30.06.2027,,https://www.transfermarkt.com/luka-jovic/profil/spieler/257462,Лука Јовић,adidas,NA,NA,NA,NA,NA,NA,NA,NA
01.07.2000 (25),Rimini,"1,91 m",Italy,Goalkeeper,right,World Soccer Agency,Atalanta BC,01.07.2019,30.06.2028,,https://www.transfermarkt.com/marco-carnesecchi/profil/spieler/459763,NA,Puma,NA,NA,NA,NA,NA,NA,NA,NA
28.03.2003 (22),Seriate,"1,95 m",Italy,Goalkeeper,right,BC Group,Atalanta U23,01.07.2023,30.06.2027,NA,https://www.transfermarkt.com/paolo-vismara/profil/spieler/650256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.10.1990 (34),Glória D'Oeste,"1,85 m",Italy Brazil,Defender - Centre-Back,right,Madeira Sports,São Paulo Futebol Clube,15.08.2025,31.12.2026,,https://www.transfermarkt.com/rafael-toloi/profil/spieler/72441,NA,Puma,NA,NA,NA,NA,NA,NA,NA,NA
16.11.2003 (21),Crema,"1,90 m",Italy,Midfield - Left Midfield,left,NA,Atalanta U23,01.07.2024,30.06.2028,NA,https://www.transfermarkt.com/lorenzo-bernasconi/profil/spieler/708635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31.05.1996 (29),Udine,"1,93 m",Italy,Goalkeeper,right,P&P Sport ...,Pisa Sporting Club,23.07.2025,30.06.2028,,https://www.transfermarkt.com/simone-scuffet/profil/spieler/238993,NA,Lotto,NA,NA,NA,NA,NA,NA,NA,NA
03.03.1999 (26),Novara,"1,82 m",Italy,Midfield - Right Midfield,right,NA,US Cremonese,29.07.2025,30.06.2026,,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584,NA,adidas,Obligation to buy with conditions,NA,NA,SSC Napoli,30.06.2028,NA,NA,NA
27.08.1999 (25),Antwerpen,"1,89 m",Serbia Belgium,Goalkeeper,right,Universal Twenty Two,AS Roma,01.07.2022,30.06.2030,,https://www.transfermarkt.com/mile-svilar/profil/spieler/338670,Миле Свилар,NA,NA,11.07.2025,NA,NA,NA,NA,NA,NA
08.04.1992 (33),Plumpton,"1,84 m",Australia Scotland,Goalkeeper,right,CAA Stellar,Without Club,01.07.2025,-,,https://www.transfermarkt.com/mathew-ryan/profil/spieler/128969,Mathew David Ryan,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.12.1988 (36),Bergisch Gladbach,"1,91 m",Germany,Defender - Centre-Back,right,HMH Sportmanagement,Retired,01.07.2025,-,,https://www.transfermarkt.com/mats-hummels/profil/spieler/39728,Mats Julian Hummels,adidas,NA,NA,NA,NA,NA,NA,NA,NA
